"acceptance_rate","act_avg","act_range","business_rep_score","city","control","cost_after_aid","engineering_rep_score","enrollment","hs_gpa_avg","id","is_public","is_ranked","is_tied","name","pct_receiving_aid","profile_url","rank_display","rank_numeric","ranking_year","region","sat_avg","sat_range","school_type","source","state","tuition","url_name","zip"
"5","34",,,"Princeton","private","13939","4.2","5813","3.9","2627","false","true","false","Princeton University","67","https://www.usnews.com/best-colleges/princeton-university","#1","1","2026",,"1510",,"national-universities","usnews.com","NJ","65210","princeton-university","08544"
"5","34",,"4.7","Cambridge","private","19729","4.8","4535",,"2178","false","true","false","Massachusetts Institute of Technology","56","https://www.usnews.com/best-colleges/massachusetts-institute-of-technology","#2","2","2026",,"1520",,"national-universities","usnews.com","MA","64730","massachusetts-institute-of-technology","02139"
"4","34",,,"Cambridge","private","15126","3.8","7038","3.9","2155","false","true","false","Harvard University","55","https://www.usnews.com/best-colleges/harvard-university","#3","3","2026",,"1510",,"national-universities","usnews.com","MA","64796","harvard-university","02138"
"4","34",,,"Stanford","private","22892","4.7","7904","3.9","1305","false","true","true","Stanford University","48","https://www.usnews.com/best-colleges/stanford-university","#4","4","2026",,"1510",,"national-universities","usnews.com","CA","68544","stanford-university","94305"
"4","33",,,"New Haven","private","18629","3.5","6814",,"1426","false","true","true","Yale University","49","https://www.usnews.com/best-colleges/yale-university","#4","4","2026",,"1470",,"national-universities","usnews.com","CT","69900","yale-university","06520"
"4","34",,,"Chicago","private","20774",,"7519",,"1774","false","true","false","University of Chicago","34","https://www.usnews.com/best-colleges/university-of-chicago","#6","6","2026",,"1510",,"national-universities","usnews.com","IL","73266","university-of-chicago","60637"
"6","34",,,"Durham","private","26337","3.9","6523",,"2920","false","true","true","Duke University","41","https://www.usnews.com/best-colleges/duke-university","#7","7","2026",,"1500",,"national-universities","usnews.com","NC","73172","duke-university","27708"
"6","34",,,"Baltimore","private","25575","4.1","6356","3.9","2077","false","true","true","Johns Hopkins University","52","https://www.usnews.com/best-colleges/jhu","#7","7","2026",,"1520",,"national-universities","usnews.com","MD","67170","jhu","21218"
"8","34",,,"Evanston","private","29055","3.9","9060",,"1739","false","true","true","Northwestern University","42","https://www.usnews.com/best-colleges/northwestern-university","#7","7","2026",,"1510",,"national-universities","usnews.com","IL","70589","northwestern-university","60208"
"5","34",,"4.7","Philadelphia","private","25315","3.8","10013","3.9","3378","false","true","true","University of Pennsylvania","46","https://www.usnews.com/best-colleges/university-of-pennsylvania","#7","7","2026",,"1510",,"national-universities","usnews.com","PA","71236","university-of-pennsylvania","19104"
"3",,,,"Pasadena","private","19444","4.5","987",,"1131","false","true","false","California Institute of Technology","51","https://www.usnews.com/best-colleges/california-institute-of-technology","#11","11","2026",,,,"national-universities","usnews.com","CA","68208","california-institute-of-technology","91125"
"8","33",,"4.2","Ithaca","private","32238","4.3","16128",,"2711","false","true","false","Cornell University","46","https://www.usnews.com/best-colleges/cornell-university","#12","12","2026",,"1500",,"national-universities","usnews.com","NY","72270","cornell-university","14853"
"5","34",,,"Providence","private","26776","3.4","7910",,"3401","false","true","true","Brown University","46","https://www.usnews.com/best-colleges/brown-university","#13","13","2026",,"1510",,"national-universities","usnews.com","RI","74550","brown-university","02912"
"5","33",,,"Hanover","private","21826","3.1","4570",,"2573","false","true","true","Dartmouth College","53","https://www.usnews.com/best-colleges/dartmouth-college","#13","13","2026",,"1500",,"national-universities","usnews.com","NH","71265","dartmouth-college","03755"
"4","34",,,"New York","private",,"3.8","9111",,"2707","false","true","true","Columbia University",,"https://www.usnews.com/best-colleges/columbia-university","#15","15","2026",,"1510",,"national-universities","usnews.com","NY","71845","columbia-university","10027"
"11",,,"4.6","Berkeley","public","66625","4.6","33469","3.9","1312","true","true","true","University of California, Berkeley","9","https://www.usnews.com/best-colleges/university-of-california-berkeley","#15","15","2026",,,,"national-universities","usnews.com","CA","55323","university-of-california-berkeley","94720"
"8","34",,"3.8","Houston","private","17819","3.8","4789",,"3604","false","true","true","Rice University","45","https://www.usnews.com/best-colleges/rice","#17","17","2026",,"1510",,"national-universities","usnews.com","TX","65475","rice","77005"
"9",,,,"Los Angeles","public","46450","4","33471","3.9","1315","true","true","true","University of California, Los Angeles","10","https://www.usnews.com/best-colleges/ucla","#17","17","2026",,,,"national-universities","usnews.com","CA","48674","ucla","90095"
"6","34",,,"Nashville","private","20374","3.6","7221","3.8","3535","false","true","true","Vanderbilt University","50","https://www.usnews.com/best-colleges/vanderbilt","#17","17","2026",,"1500",,"national-universities","usnews.com","TN","71226","vanderbilt","37240"
"12","34",,"4.3","Pittsburgh","private","30945","4.4","7824","3.9","3242","false","true","true","Carnegie Mellon University","38","https://www.usnews.com/best-colleges/carnegie-mellon-university","#20","20","2026",,"1500",,"national-universities","usnews.com","PA","68096","carnegie-mellon-university","15213"
"16","31",,"4.5","Ann Arbor","public","47476","4.5","34454","3.9","9092","true","true","true","University of Michigan--Ann Arbor","38","https://www.usnews.com/best-colleges/university-of-michigan-ann-arbor","#20","20","2026",,"1360",,"national-universities","usnews.com","MI","66203","university-of-michigan-ann-arbor","48109"
"11","33",,"4","Notre Dame","private","28325","3.4","8880",,"1840","false","true","true","University of Notre Dame","46","https://www.usnews.com/best-colleges/university-of-notre-dame","#20","20","2026",,"1455",,"national-universities","usnews.com","IN","67607","university-of-notre-dame","46556"
"12","33",,"4","St. Louis","private","21916","3.4","8220",,"2520","false","true","true","Washington University in St. Louis","44","https://www.usnews.com/best-colleges/washington-university-in-st-louis","#20","20","2026",,"1500",,"national-universities","usnews.com","MO","69594","washington-university-in-st-louis","63130"
"10","32",,"4","Atlanta","private","27392",,"7407","3.8","1564","false","true","true","Emory University","41","https://www.usnews.com/best-colleges/emory-university","#24","24","2026",,"1470",,"national-universities","usnews.com","GA","68056","emory-university","30322"
"13","31",,"4","Washington","private","39242",,"7833",,"1445","false","true","true","Georgetown University","28","https://www.usnews.com/best-colleges/georgetown-university","#24","24","2026",,"1390",,"national-universities","usnews.com","DC","71338","georgetown-university","20057"
"15","28",,"4.2","Chapel Hill","public","21452","3.2","21075",,"2974","true","true","true","University of North Carolina--Chapel Hill","22","https://www.usnews.com/best-colleges/university-of-north-carolina-chapel-hill","#26","26","2026",,"1390",,"national-universities","usnews.com","NC","45228","university-of-north-carolina-chapel-hill","27599"
"17","32",,"4","Charlottesville","public","29304","3.5","17901",,"6968","true","true","true","University of Virginia","24","https://www.usnews.com/best-colleges/uva","#26","26","2026",,"1410",,"national-universities","usnews.com","VA","62923","uva","22904"
"10","32",,"4.2","Los Angeles","private","43152","3.7","20630","3.8","1328","false","true","false","University of Southern California","37","https://www.usnews.com/best-colleges/university-of-southern-california","#28","28","2026",,"1450",,"national-universities","usnews.com","CA","75162","university-of-southern-california","90089"
"27",,,"3.4","La Jolla","public","61742","3.9","34955","3.9","1317","true","true","false","University of California San Diego","8","https://www.usnews.com/best-colleges/university-of-california-san-diego","#29","29","2026",,,,"national-universities","usnews.com","CA","54858","university-of-california-san-diego","92093"
"24","30",,"3.8","Gainesville","public","32050","3.6","36573","3.9","1535","true","true","true","University of Florida","14","https://www.usnews.com/best-colleges/university-of-florida","#30","30","2026",,"1320",,"national-universities","usnews.com","FL","30886","university-of-florida","32611"
"27","29",,"4.3","Austin","public","57218","4.2","43165",,"3658","true","true","true","The University of Texas--Austin","20","https://www.usnews.com/best-colleges/the-university-of-texas-austin","#30","30","2026",,"1320",,"national-universities","usnews.com","TX","44908","the-university-of-texas-austin","78705"
"14","30",,"3.9","Atlanta","public","37002","4.6","20592",,"1569","true","true","true","Georgia Institute of Technology","18","https://www.usnews.com/best-colleges/georgia-institute-of-technology","#32","32","2026",,"1370",,"national-universities","usnews.com","GA","35092","georgia-institute-of-technology","30332"
"9","34",,"4.4","New York","private","36490","3","29060","3.8","2785","false","true","true","New York University","29","https://www.usnews.com/best-colleges/nyu","#32","32","2026",,"1480",,"national-universities","usnews.com","NY","65622","nyu","10012"
"42",,,,"Davis","public","50866","3.6","32273",,"1313","true","true","true","University of California, Davis","6","https://www.usnews.com/best-colleges/university-of-california-davis","#32","32","2026",,,,"national-universities","usnews.com","CA","50324","university-of-california-davis","95616"
"29",,,"3.7","Irvine","public","57598","3.5","30204",,"1314","true","true","true","University of California, Irvine","9","https://www.usnews.com/best-colleges/university-of-california-irvine","#32","32","2026",,,,"national-universities","usnews.com","CA","49193","university-of-california-irvine","92697"
"16","33",,"3.7","Chestnut Hill","private","35303",,"9654",,"2128","false","true","true","Boston College","34","https://www.usnews.com/best-colleges/boston-college","#36","36","2026",,"1440",,"national-universities","usnews.com","MA","73508","boston-college","02467"
"12","33",,,"Medford","private","33908","3.2","7126",,"2219","false","true","true","Tufts University","34","https://www.usnews.com/best-colleges/tufts-university","#36","36","2026",,"1470",,"national-universities","usnews.com","MA","73616","tufts-university","02155"
"42","30",,"4","Champaign","public","42086","4.5","37140",,"1775","true","true","true","University of Illinois Urbana-Champaign","7","https://www.usnews.com/best-colleges/university-of-illinois-urbanachampaign","#36","36","2026",,"1380",,"national-universities","usnews.com","IL","38398","university-of-illinois-urbanachampaign","61820"
"45","29",,"3.9","Madison","public","25854","4","39083","3.9","3895","true","true","true","University of Wisconsin--Madison","15","https://www.usnews.com/best-colleges/university-of-wisconsin","#36","36","2026",,"1350",,"national-universities","usnews.com","WI","44191","university-of-wisconsin","53706"
"33",,,,"Santa Barbara","public","57004","3.4","23181","3.9","1320","true","true","false","University of California, Santa Barbara","6","https://www.usnews.com/best-colleges/university-of-california-santa-barbara","#40","40","2026",,,,"national-universities","usnews.com","CA","49885","university-of-california-santa-barbara","93106"
"61","28",,"4","Columbus","public","47580","3.7","46815",,"6883","true","true","false","The Ohio State University","13","https://www.usnews.com/best-colleges/ohio-state","#41","41","2026",,"1310",,"national-universities","usnews.com","OH","42423","ohio-state","43210"
"11","32",,"3.6","Boston","private","28985","3.3","18805","3.9","2130","false","true","true","Boston University","43","https://www.usnews.com/best-colleges/boston-university","#42","42","2026",,"1420",,"national-universities","usnews.com","MA","71372","boston-university","02215"
"41","28",,"3.2","Piscataway","public","48123","3.2","37985",,"6964","true","true","true","Rutgers University--New Brunswick","13","https://www.usnews.com/best-colleges/rutgers-new-brunswick","#42","42","2026",,"1310",,"national-universities","usnews.com","NJ","39652","rutgers-new-brunswick","08854"
"45","32",,"3.8","College Park","public","47371","3.8","31133",,"2103","true","true","true","University of Maryland, College Park","15","https://www.usnews.com/best-colleges/university-of-maryland","#42","42","2026",,"1390",,"national-universities","usnews.com","MD","41186","university-of-maryland","20742"
"39",,,"3.9","Seattle","public","51366","3.8","40754","3.8","3798","true","true","true","University of Washington","11","https://www.usnews.com/best-colleges/university-of-washington","#42","42","2026",,,,"national-universities","usnews.com","WA","44640","university-of-washington","98195"
"26","31",,"3.2","Bethlehem","private","28332","3.1","5911",,"3289","false","true","true","Lehigh University","44","https://www.usnews.com/best-colleges/lehigh-university","#46","46","2026",,"1370",,"national-universities","usnews.com","PA","67920","lehigh-university","18015"
"5","33",,"3.3","Boston","private","45775","3.5","17432",,"2199","false","true","true","Northeastern University","30","https://www.usnews.com/best-colleges/northeastern-university","#46","46","2026",,"1440",,"national-universities","usnews.com","MA","69289","northeastern-university","02115"
"50","27",,"3.8","West Lafayette","public","29212","4.4","44819","3.8","1825","true","true","true","Purdue University--Main Campus","30","https://www.usnews.com/best-colleges/purdue-university-west-lafayette","#46","46","2026",,"1200",,"national-universities","usnews.com","IN","28794","purdue-university-west-lafayette","47907"
"38","29",,"3.9","Athens","public","36210","2.7","32399","3.9","1598","true","true","true","University of Georgia","11","https://www.usnews.com/best-colleges/university-of-georgia","#46","46","2026",,"1270",,"national-universities","usnews.com","GA","32336","university-of-georgia","30602"
"40","32",,"3.4","Rochester","private","32553","2.8","6580","3.7","2894","false","true","true","University of Rochester","48","https://www.usnews.com/best-colleges/university-of-rochester","#46","46","2026",,"1410",,"national-universities","usnews.com","NY","70384","university-of-rochester","14627"
"38","32",,"3.5","Cleveland","private","38942","3.4","6528","3.7","3024","false","true","true","Case Western Reserve University","45","https://www.usnews.com/best-colleges/case-western-reserve-university","#51","51","2026",,"1440",,"national-universities","usnews.com","OH","69280","case-western-reserve-university","44106"
"24","29",,"3.4","Tallahassee","public","31888",,"32720","3.7","1489","true","true","true","Florida State University","20","https://www.usnews.com/best-colleges/florida-state-university","#51","51","2026",,"1270",,"national-universities","usnews.com","FL","21683","florida-state-university","32306"
"57","25",,"3.8","College Station","public","36603","3.9","60710",,"10366","true","true","true","Texas A&M University","36","https://www.usnews.com/best-colleges/texas-am-university-college-station","#51","51","2026",,"1150",,"national-universities","usnews.com","TX","40157","texas-am-university-college-station","77843"
"55","28",,"3.4","Blacksburg","public","53494","4","31035",,"3754","true","true","true","Virginia Tech","36","https://www.usnews.com/best-colleges/virginia-tech","#51","51","2026",,"1280",,"national-universities","usnews.com","VA","38310","virginia-tech","24061"
"22","32",,"3.5","Winston-Salem","private","28391","3.6","5490",,"2978","false","true","true","Wake Forest University","22","https://www.usnews.com/best-colleges/wake-forest","#51","51","2026",,"1410",,"national-universities","usnews.com","NC","70332","wake-forest","27109"
"34","32",,"3.3","Williamsburg","public","51825",,"7063","3.9","3705","true","true","true","William & Mary","22","https://www.usnews.com/best-colleges/william-and-mary","#51","51","2026",,"1400",,"national-universities","usnews.com","VA","52154","william-and-mary","23185"
"90",,,,"Merced","public","58093","2.3","8372","3.6","4127","true","true","true","University of California, Merced","41","https://www.usnews.com/best-colleges/university-of-california-merced","#57","57","2026",,,,"national-universities","usnews.com","CA","49094","university-of-california-merced","95343"
"27","32",,"3.4","Villanova","private","38385","2.6","7009","3.9","3388","false","true","true","Villanova University","39","https://www.usnews.com/best-colleges/villanova","#57","57","2026",,"1395",,"national-universities","usnews.com","PA","70826","villanova","19085"
"47","30",,"3.5","Washington","private","46590","2.8","11677",,"1444","false","true","true","George Washington University","42","https://www.usnews.com/best-colleges/george-washington-university","#59","59","2026",,"1350",,"national-universities","usnews.com","DC","70170","george-washington-university","20052"
"61","27",,"3.8","University Park","public","53984","3.8","42619","3.8","6965","true","true","true","The Pennsylvania State University--University Park","20","https://www.usnews.com/best-colleges/penn-state","#59","59","2026",,"1240",,"national-universities","usnews.com","PA","43490","penn-state","16802"
"48","31",,"3.3","Santa Clara","private","46622","2.3","6577","3.7","1326","false","true","true","Santa Clara University","29","https://www.usnews.com/best-colleges/santa-clara-university","#59","59","2026",,"1350",,"national-universities","usnews.com","CA","63514","santa-clara-university","95053"
"49","29",,"3","Stony Brook","public","43785","3","18263","3.8","2838","true","true","true","Stony Brook University--SUNY","22","https://www.usnews.com/best-colleges/stony-brook-suny","#59","59","2026",,"1330",,"national-universities","usnews.com","NY","34911","stony-brook-suny","11794"
"80","26",,"3.9","Minneapolis","public","42944","3.7","41303",,"3969","true","true","true","University of Minnesota--Twin Cities","23","https://www.usnews.com/best-colleges/university-of-minnesota-twin-cities","#59","59","2026",,"1300",,"national-universities","usnews.com","MN","41368","university-of-minnesota-twin-cities","55455"
"85","25",,"3.8","East Lansing","public","57662","3.3","41234","3.7","2290","true","true","true","Michigan State University","24","https://www.usnews.com/best-colleges/michigan-state","#64","64","2026",,"1180",,"national-universities","usnews.com","MI","46094","michigan-state","48824"
"42","28",,"3.2","Raleigh","public","34872","3.5","28422","3.8","2972","true","true","true","North Carolina State University","37","https://www.usnews.com/best-colleges/north-carolina-state-raleigh","#64","64","2026",,"1300",,"national-universities","usnews.com","NC","33993","north-carolina-state-raleigh","27695"
"63","30",,"3.1","Troy","private","71006","3.5","5743","3.8","2803","false","true","true","Rensselaer Polytechnic Institute","54","https://www.usnews.com/best-colleges/rpi","#64","64","2026",,"1375",,"national-universities","usnews.com","NY","66024","rpi","12180"
"60","30",,"3.3","Amherst","public","42431","3.1","23920",,"2221","true","true","true","University of Massachusetts--Amherst","28","https://www.usnews.com/best-colleges/umass-amherst","#64","64","2026",,"1310",,"national-universities","usnews.com","MA","41759","umass-amherst","01003"
"19","30",,"3.5","Coral Gables","private","51028","2.5","13250","3.8","1536","false","true","true","University of Miami","36","https://www.usnews.com/best-colleges/university-of-miami","#64","64","2026",,"1320",,"national-universities","usnews.com","FL","65430","university-of-miami","33146"
"41","31",,"3.1","Waltham","private","30301",,"3632","3.9","2133","false","true","true","Brandeis University","42","https://www.usnews.com/best-colleges/brandeis-university","#69","69","2026",,"1390",,"national-universities","usnews.com","MA","70957","brandeis-university","02454"
"14","31",,"3.5","New Orleans","private","39614","2.6","7283","3.7","2029","false","true","true","Tulane University of Louisiana","28","https://www.usnews.com/best-colleges/tulane-university-of-louisiana","#69","69","2026",,"1400",,"national-universities","usnews.com","LA","71997","tulane-university-of-louisiana","70118"
"52","28",,"3.4","Storrs","public","43070","3","20056",,"29013","true","true","true","University of Connecticut","34","https://www.usnews.com/best-colleges/uconn","#69","69","2026",,"1210",,"national-universities","usnews.com","CT","44004","uconn","06269"
"58","29",,"3.5","Pittsburgh","public",,"3.1","20418","3.9","3379","true","true","true","University of Pittsburgh",,"https://www.usnews.com/best-colleges/university-of-pittsburgh","#69","69","2026",,"1280",,"national-universities","usnews.com","PA","43432","university-of-pittsburgh","15260"
"39","31",,"3","Binghamton","public","39431","2.7","14668","3.9","2836","true","true","true","Binghamton University--SUNY","89","https://www.usnews.com/best-colleges/suny-binghamton","#73","73","2026",,"1340",,"national-universities","usnews.com","NY","30447","suny-binghamton","13902"
"78","27",,"4.2","Bloomington","public","48848",,"38093","3.8","1809","true","true","true","Indiana University--Bloomington","14","https://www.usnews.com/best-colleges/indiana-university-bloomington","#73","73","2026",,"1170",,"national-universities","usnews.com","IN","42295","indiana-university-bloomington","47405"
"38","28",,"3.3","Clemson","public","47698","3.2","23401",,"3425","true","true","true","Clemson University","6","https://www.usnews.com/best-colleges/clemson-university","#75","75","2026",,"1240",,"national-universities","usnews.com","SC","40866","clemson-university","29634"
"71",,,"3","Newark","public","47676",,"7989",,"2631","true","true","true","Rutgers University--Newark","20","https://www.usnews.com/best-colleges/rutgers-university-newark","#75","75","2026",,,,"national-universities","usnews.com","NJ","38937","rutgers-university-newark","07102"
"46","29",,"3.4","Syracuse","private","43586","2.9","15957","3.7","2882","false","true","true","Syracuse University","38","https://www.usnews.com/best-colleges/syracuse-university","#75","75","2026",,"1270",,"national-universities","usnews.com","NY","68429","syracuse-university","13244"
"74","27",,"3.1","Buffalo","public","43868","3.1","20360","3.7","9554","true","true","true","University at Buffalo--SUNY","38","https://www.usnews.com/best-colleges/ub","#75","75","2026",,"1210",,"national-universities","usnews.com","NY","32366","ub","14260"
"77",,,"3.1","Riverside","public","55150","2.7","22599","3.8","1316","true","true","true","University of California, Riverside","2","https://www.usnews.com/best-colleges/university-of-california-riverside","#75","75","2026",,,,"national-universities","usnews.com","CA","52703","university-of-california-riverside","92521"
"61","29",,,"Golden","public","56704","3.4","6195","3.8","1348","true","true","true","Colorado School of Mines","19","https://www.usnews.com/best-colleges/colorado-school-of-mines","#80","80","2026",,"1320",,"national-universities","usnews.com","CO","46906","colorado-school-of-mines","80401"
"79","27",,"3","Philadelphia","private","49185","3","11757","3.8","3256","false","true","true","Drexel University","62","https://www.usnews.com/best-colleges/drexel-university","#80","80","2026",,"1240",,"national-universities","usnews.com","PA","64212","drexel-university","19104"
"65","29",,"2.6","Newark","public","43593","2.8","10200","3.7","2621","true","true","true","New Jersey Institute of Technology","59","https://www.usnews.com/best-colleges/njit","#80","80","2026",,"1240",,"national-universities","usnews.com","NJ","39912","njit","07102"
"48","31",,"2.8","Hoboken","private","47399","2.8","4204","3.9","2639","false","true","true","Stevens Institute of Technology","59","https://www.usnews.com/best-colleges/stevens-institute-of-technology","#80","80","2026",,"1380",,"national-universities","usnews.com","NJ","65606","stevens-institute-of-technology","07030"
"63","29",,"3.3","Malibu","private","52098",,"3553","3.6","1264","false","true","true","Pepperdine University","50","https://www.usnews.com/best-colleges/pepperdine-university","#84","84","2026",,"1290",,"national-universities","usnews.com","CA","72672","pepperdine-university","90263"
"77","25",,"3.2","Chicago","public","46802","2.9","22495","3.6","1776","true","true","true","University of Illinois Chicago","14","https://www.usnews.com/best-colleges/university-of-illinois-chicago","#84","84","2026",,"1130",,"national-universities","usnews.com","IL","33726","university-of-illinois-chicago","60607"
"60",,,"2.6","Worcester","private","44739","3","5558",,"2233","false","true","true","Worcester Polytechnic Institute","51","https://www.usnews.com/best-colleges/wpi","#84","84","2026",,,,"national-universities","usnews.com","MA","63046","wpi","01609"
"56","29",,"2.3","New York","private","28952",,"2331","3.5","2903","false","true","true","Yeshiva University","36","https://www.usnews.com/best-colleges/yeshiva-university","#84","84","2026",,"1350",,"national-universities","usnews.com","NY","53150","yeshiva-university","10033"
"62","29",,"3.2","Washington","private","46400",,"7476",,"1434","false","true","true","American University","44","https://www.usnews.com/best-colleges/american-university","#88","88","2026",,"1280",,"national-universities","usnews.com","DC","61992","american-university","20016"
"51","27",,"3.3","Waco","private","47329","2.4","14915",,"6967","false","true","true","Baylor University","42","https://www.usnews.com/best-colleges/baylor-university","#88","88","2026",,"1200",,"national-universities","usnews.com","TX","63620","baylor-university","76798"
"41","23",,"3.1","Washington","private","53176","2.5","11519","3.8","1448","false","true","true","Howard University","57","https://www.usnews.com/best-colleges/howard-university","#88","88","2026",,"1130",,"national-universities","usnews.com","DC","38936","howard-university","20059"
"81","26",,"3","Milwaukee","private","37797","2.4","8045","3.6","3863","false","true","true","Marquette University","52","https://www.usnews.com/best-colleges/marquette-university","#88","88","2026",,"1200",,"national-universities","usnews.com","WI","53270","marquette-university","53233"
"67","30",,"3.2","Rochester","private","38312","3.1","14267","3.9","2806","false","true","true","Rochester Institute of Technology","69","https://www.usnews.com/best-colleges/rit","#88","88","2026",,"1300",,"national-universities","usnews.com","NY","61804","rit","14623"
"63","30",,"3.4","Dallas","private","39885","2.5","7285","3.7","3613","false","true","true","Southern Methodist University","30","https://www.usnews.com/best-colleges/smu","#88","88","2026",,"1340",,"national-universities","usnews.com","TX","69722","smu","75205"
"66",,,,"Santa Cruz","public","60453","2.6","17940","3.9","1321","true","true","true","University of California, Santa Cruz","18","https://www.usnews.com/best-colleges/university-of-california-santa-cruz","#88","88","2026",,,,"national-universities","usnews.com","CA","54105","university-of-california-santa-cruz","95064"
"69","28",,"3.1","Newark","public","45974","3.2","19287","3.9","1431","true","true","true","University of Delaware","46","https://www.usnews.com/best-colleges/university-of-delaware","#88","88","2026",,"1200",,"national-universities","usnews.com","DE","43220","university-of-delaware","19716"
"43","24",,"3","Tampa","public","24794","2.5","38525",,"1537","true","true","true","University of South Florida","21","https://www.usnews.com/best-colleges/university-of-south-florida","#88","88","2026",,"1130",,"national-universities","usnews.com","FL","17324","university-of-south-florida","33620"
"55","21",,"3","Miami","public","28691","2.4","44904","3.5","9635","true","true","true","Florida International University","37","https://www.usnews.com/best-colleges/fiu","#97","97","2026",,"1070",,"national-universities","usnews.com","FL","18964","fiu","33199"
"59","30",,"3.2","New York","private","58057",,"10582","3.6","2722","false","true","true","Fordham University","77","https://www.usnews.com/best-colleges/fordham-university","#97","97","2026",,"1320",,"national-universities","usnews.com","NY","67452","fordham-university","10023"
"66","19",,"2.9","Camden","public","45637",,"3857",,"4741","true","true","true","Rutgers University--Camden","36","https://www.usnews.com/best-colleges/rutgers-university-camden","#97","97","2026",,"1050",,"national-universities","usnews.com","NJ","39476","rutgers-university-camden","08102"
"44","28",,"3.2","Fort Worth","private","36837","2.8","11049",,"3636","false","true","true","Texas Christian University","36","https://www.usnews.com/best-colleges/texas-christian-university","#97","97","2026",,"1200",,"national-universities","usnews.com","TX","63590","texas-christian-university","76129"
"76","27",,"3.7","Boulder","public","49618","3.7","33384","3.8","1370","true","true","true","University of Colorado Boulder","9","https://www.usnews.com/best-colleges/university-of-colorado-boulder","#97","97","2026",,"1190",,"national-universities","usnews.com","CO","44748","university-of-colorado-boulder","80309"
"46","26",,"3.4","Auburn","public","48387","3.1","27907",,"1009","true","true","true","Auburn University","14","https://www.usnews.com/best-colleges/auburn-university","#102","102","2026",,"1250",,"national-universities","usnews.com","AL","36022","auburn-university","36849"
"82","27",,"3.1","Spokane","private","60558","3.5","5281","3.7","3778","false","true","true","Gonzaga University","42","https://www.usnews.com/best-colleges/gonzaga-university","#102","102","2026",,"1190",,"national-universities","usnews.com","WA","57250","gonzaga-university","99258"
"45","28",,"3.1","Los Angeles","private","54946","3.5","7273","3.9","11649","false","true","true","Loyola Marymount University","42","https://www.usnews.com/best-colleges/loyola-marymount-university","#102","102","2026",,"1260",,"national-universities","usnews.com","CA","65367","loyola-marymount-university","90045"
"75","25",,"3","St. Louis","private","37000","2.1","10436","3.8","2506","false","true","true","Saint Louis University","59","https://www.usnews.com/best-colleges/saint-louis-university","#102","102","2026",,"1200",,"national-universities","usnews.com","MO","57960","saint-louis-university","63103"
"80","23",,"3.1","Philadelphia","public","39308","2.4","21428","3.4","3371","true","true","true","Temple University","54","https://www.usnews.com/best-colleges/temple-university","#102","102","2026",,"1180",,"national-universities","usnews.com","PA","40144","temple-university","19122"
"84","21",,"3.7","Iowa City","public","36057","2.9","22738","3.8","1892","true","true","true","University of Iowa","35","https://www.usnews.com/best-colleges/university-of-iowa","#102","102","2026",,"1130",,"national-universities","usnews.com","IA","33710","university-of-iowa","52242"
"78","23",,"3.3","Columbia","public","31530","2.6","24449",,"2516","true","true","true","University of Missouri","42","https://www.usnews.com/best-colleges/university-of-missouri","#102","102","2026",,"1150",,"national-universities","usnews.com","MO","37820","university-of-missouri","65211"
"42","25",,"3.6","Knoxville","public","44233","3","30564","3.7","3530","true","true","true","University of Tennessee--Knoxville","67","https://www.usnews.com/best-colleges/university-of-tennessee-knoxville","#102","102","2026",,"1200",,"national-universities","usnews.com","TN","32956","university-of-tennessee-knoxville","37996"
"68","28",,"3.6","Provo","private","14916","2.6","32952","3.9","3670","false","true","true","Brigham Young University","34","https://www.usnews.com/best-colleges/byu","#110","110","2026",,"1270",,"national-universities","usnews.com","UT","6888","byu","84602"
"65","28",,"2.7","Orange","private","61513",,"7713",,"1164","false","true","true","Chapman University","47","https://www.usnews.com/best-colleges/chapman-university","#110","110","2026",,"1260",,"national-universities","usnews.com","CA","67894","chapman-university","92866"
"77","23",,"3.4","Norman","public","42379","2.6","23351","3.6","3184","true","true","true","The University of Oklahoma","15","https://www.usnews.com/best-colleges/the-university-of-oklahoma","#110","110","2026",,"1140",,"national-universities","usnews.com","OK","27467","the-university-of-oklahoma","73019"
"88","23",,"3.5","Eugene","public","54000",,"20622","3.7","3223","true","true","true","University of Oregon","13","https://www.usnews.com/best-colleges/university-of-oregon","#110","110","2026",,"1130",,"national-universities","usnews.com","OR","43919","university-of-oregon","97403"
"52",,,"3.1","San Diego","private","33690","3.6","5851",,"10395","false","true","true","University of San Diego","53","https://www.usnews.com/best-colleges/university-of-san-diego","#110","110","2026",,,,"national-universities","usnews.com","CA","62420","university-of-san-diego","92110"
"62","25",,"2.9","San Francisco","private","48664",,"5321","3.6","1325","false","true","true","University of San Francisco","60","https://www.usnews.com/best-colleges/university-of-san-francisco","#110","110","2026",,"1190",,"national-universities","usnews.com","CA","62312","university-of-san-francisco","94117"
"65","24",,"3.4","Richardson","public","44273","2.8","21858",,"9741","true","true","true","The University of Texas--Dallas","25","https://www.usnews.com/best-colleges/the-university-of-texas-dallas","#110","110","2026",,"1160",,"national-universities","usnews.com","TX","40164","the-university-of-texas-dallas","75080"
"90","19",,"3.8","Tempe","public","51356","3.5","65450","3.5","1081","true","true","true","Arizona State University","27","https://www.usnews.com/best-colleges/arizona-state-university","#117","117","2026",,"1120",,"national-universities","usnews.com","AZ","35167","arizona-state-university","85287"
