"acceptance_rate","act_avg","act_range","business_rep_score","city","control","cost_after_aid","engineering_rep_score","enrollment","hs_gpa_avg","id","is_public","is_ranked","is_tied","name","pct_receiving_aid","profile_url","rank_display","rank_numeric","ranking_year","region","sat_avg","sat_range","school_type","source","state","tuition","url_name","zip"
"72","16",,,"Dubuque","private",,,"815","3.2","1852","false","true","true","Clarke University",,"https://www.usnews.com/best-colleges/clarke-university","#352","352","2026",,"900",,"national-universities","usnews.com","IA","42420","clarke-university","52001"
"77","20",,,"Davenport","private",,"2.5","1939","3.3","1889","false","true","true","St. Ambrose University",,"https://www.usnews.com/best-colleges/st-ambrose-university","#352","352","2026",,"930",,"national-universities","usnews.com","IA","38113","st-ambrose-university","52803"
"91",,,"2","Kingsville","public",,,"5386","3.4","3639","true","true","true","Texas A & M University-Kingsville",,"https://www.usnews.com/best-colleges/texas-a--m-universitykingsville","#352","352","2026",,"990",,"national-universities","usnews.com","TX","22948","texas-a--m-universitykingsville","78363"
"86","18",,"2.2","Oshkosh","public",,,"11994",,"9630","true","true","true","University of Wisconsin-Oshkosh",,"https://www.usnews.com/best-colleges/university-of-wisconsinoshkosh","#352","352","2026",,,,"national-universities","usnews.com","WI",,"university-of-wisconsinoshkosh","54901"
"90","19",,,"Jefferson City","private",,,"1606","3.6","3481","false","true","true","Carson-Newman University",,"https://www.usnews.com/best-colleges/carsonnewman-university","#358","358","2026",,"955",,"national-universities","usnews.com","TN","38700","carsonnewman-university","37760"
"74",,,,"Amherst","private",,,"1656",,"2808","false","true","true","Daemen University",,"https://www.usnews.com/best-colleges/daemen-university","#358","358","2026",,,,"national-universities","usnews.com","NY","38874","daemen-university","14226"
"29","19",,,"Clinton","private",,"2","2706",,"2415","false","true","true","Mississippi Christian University",,"https://www.usnews.com/best-colleges/mississippi-college","#358","358","2026",,,,"national-universities","usnews.com","MS","23500","mississippi-college","39058"
"91","19",,"2.3","Springfield","public",,,"19259",,"2503","true","true","true","Missouri State University",,"https://www.usnews.com/best-colleges/missouri-state-university","#358","358","2026",,"1020",,"national-universities","usnews.com","MO","18770","missouri-state-university","65897"
"85","18",,"2","Monroe","public",,,"6762","3.5","2020","true","true","true","University of Louisiana at Monroe",,"https://www.usnews.com/best-colleges/university-of-louisiana-monroe","#358","358","2026",,"1168",,"national-universities","usnews.com","LA",,"university-of-louisiana-monroe","71209"
"92","20",,"2.4","Terre Haute","public",,"2.7","6224","3.3","9563","true","true","true","Indiana State University",,"https://www.usnews.com/best-colleges/indiana-state-university","#363","363","2026",,"880",,"national-universities","usnews.com","IN","22926","indiana-state-university","47809"
"93","15",,"2.1","Jackson","public",,,"4650","2.9","2410","true","true","true","Jackson State University",,"https://www.usnews.com/best-colleges/jackson-state-university","#363","363","2026",,"820",,"national-universities","usnews.com","MS","13635","jackson-state-university","39217"
"97",,,,"Fort Lauderdale","private",,,"18452","2.9","21519","false","true","true","Keiser University",,"https://www.usnews.com/best-colleges/keiser-university","#363","363","2026",,,,"national-universities","usnews.com","FL","39189","keiser-university","33309"
"97","20",,"2.3","Edwardsville","public",,"2.8","8945","3.6","1759","true","true","true","Southern Illinois University Edwardsville",,"https://www.usnews.com/best-colleges/southern-illinois-university-edwardsville","#363","363","2026",,"950",,"national-universities","usnews.com","IL","28082","southern-illinois-university-edwardsville","62026"
"69","18",,,"Nashville","private",,,"1903","3.5","3526","false","true","true","Trevecca Nazarene University",,"https://www.usnews.com/best-colleges/trevecca-nazarene-university","#363","363","2026",,"980",,"national-universities","usnews.com","TN","31300","trevecca-nazarene-university","37210"
"89","19",,"2.2","Conway","public",,"2","8268","3.5","1092","true","true","true","University of Central Arkansas",,"https://www.usnews.com/best-colleges/university-of-central-arkansas","#363","363","2026",,"910",,"national-universities","usnews.com","AR","18746","university-of-central-arkansas","72035"
"96","23",,"2.8","Missoula","public",,,"8014","3.4","2536","true","true","true","University of Montana",,"https://www.usnews.com/best-colleges/university-of-montana","#363","363","2026",,,,"national-universities","usnews.com","MT","33664","university-of-montana","59812"
"71","20",,"2.3","Mobile","public",,,"9241",,"1057","true","true","true","University of South Alabama",,"https://www.usnews.com/best-colleges/university-of-south-alabama","#363","363","2026",,"970",,"national-universities","usnews.com","AL","23260","university-of-south-alabama","36688"
"73","18",,,"North Canton","private",,,"1523",,"3135","false","true","true","Walsh University",,"https://www.usnews.com/best-colleges/walsh-university","#363","363","2026",,"990",,"national-universities","usnews.com","OH","37100","walsh-university","44720"
"94","16",,"2.4","Bowling Green","public",,"2.6","14151","3.5","2002","true","true","true","Western Kentucky University",,"https://www.usnews.com/best-colleges/western-kentucky-university","#363","363","2026",,"840",,"national-universities","usnews.com","KY","27000","western-kentucky-university","42101"
"80","18",,"2.3","Ypsilanti","public",,"2.9","10470","3.3","2259","true","true","true","Eastern Michigan University",,"https://www.usnews.com/best-colleges/eastern-michigan-university","#373","373","2026",,"920",,"national-universities","usnews.com","MI","16598","eastern-michigan-university","48197"
"69","19",,"2.8","Kennesaw","public",,"2.9","42840","3.5","1577","true","true","true","Kennesaw State University",,"https://www.usnews.com/best-colleges/kennesaw-state-university","#373","373","2026",,"1000",,"national-universities","usnews.com","GA","22278","kennesaw-state-university","30144"
"86","21",,,"Brookville","private",,,"11753",,"667002","false","true","true","Long Island University",,"https://www.usnews.com/best-colleges/long-island-university","#373","373","2026",,"1110",,"national-universities","usnews.com","NY","42432","long-island-university","11548"
"52","19",,,"Virginia Beach","private",,,"5049","3.7","30913","false","true","true","Regent University",,"https://www.usnews.com/best-colleges/regent-university","#373","373","2026",,"990",,"national-universities","usnews.com","VA","22740","regent-university","23464"
"53","19",,,"Stephenville","public",,"2.4","15130","3.4","3631","true","true","true","Tarleton State University",,"https://www.usnews.com/best-colleges/tarleton-state-university","#373","373","2026",,"980",,"national-universities","usnews.com","TX","22480","tarleton-state-university","76402"
"60","17",,"2.4","Akron","public",,"2.1","11160","3.5","3123","true","true","true","The University of Akron",,"https://www.usnews.com/best-colleges/the-university-of-akron","#373","373","2026",,"900",,"national-universities","usnews.com","OH","21440","the-university-of-akron","44325"
"84",,,,"Findlay","private",,,"4062","3.7","3045","false","true","true","University of Findlay",,"https://www.usnews.com/best-colleges/university-of-findlay","#373","373","2026",,,,"national-universities","usnews.com","OH","41400","university-of-findlay","45840"
"87","23",,"2.5","Lafayette","public",,"2","13432","3.4","2031","true","true","true","University of Louisiana at Lafayette",,"https://www.usnews.com/best-colleges/university-of-louisiana-at-lafayette","#373","373","2026",,"1120",,"national-universities","usnews.com","LA","24146","university-of-louisiana-at-lafayette","70504"
"52","17",,"2.1","Carrollton","public",,,"9157","3.5","1601","true","true","true","University of West Georgia",,"https://www.usnews.com/best-colleges/university-of-west-georgia","#373","373","2026",,"950",,"national-universities","usnews.com","GA","21850","university-of-west-georgia","30118"
"60","19",,,"Hattiesburg","private",,,"3113",,"2447","false","true","true","William Carey University",,"https://www.usnews.com/best-colleges/william-carey-university","#373","373","2026",,"1040",,"national-universities","usnews.com","MS","15480","william-carey-university","39401"
"91","18",,,"Wingate","private",,,"2673","3.3","2985","false","true","true","Wingate University",,"https://www.usnews.com/best-colleges/wingate-university","#373","373","2026",,"1010",,"national-universities","usnews.com","NC","42926","wingate-university","28174"
"94","16",,,"Baldwin City","private",,,"1264","3.4","1903","false","true","true","Baker University",,"https://www.usnews.com/best-colleges/baker-university","#384","384","2026",,,,"national-universities","usnews.com","KS","35900","baker-university","66006"
,,,,"Sioux City","private",,,"737",,"1846","false","true","true","Briar Cliff University",,"https://www.usnews.com/best-colleges/briar-cliff-university","#384","384","2026",,,,"national-universities","usnews.com","IA","36956","briar-cliff-university","51104"
"74",,,,"Laurel","private",,,"319",,"1436","false","true","true","Capitol Technology University",,"https://www.usnews.com/best-colleges/capitol-technology-university","#384","384","2026",,,,"national-universities","usnews.com","MD","27608","capitol-technology-university","20708"
"89","20",,,"Dallas","private",,,"2785","3.5","3560","false","true","true","Dallas Baptist University",,"https://www.usnews.com/best-colleges/dallas-baptist-university","#384","384","2026",,"960",,"national-universities","usnews.com","TX","41870","dallas-baptist-university","75211"
"75","18",,,"Commerce","public",,"2.4","9666","3.2","3565","true","true","true","East Texas A&M University",,"https://www.usnews.com/best-colleges/east-texas-am-university","#384","384","2026",,"910",,"national-universities","usnews.com","TX","22186","east-texas-am-university","75429"
"77","19",,,"Boiling Springs","private",,,"1840",,"2929","false","true","true","Gardner-Webb University",,"https://www.usnews.com/best-colleges/gardnerwebb-university","#384","384","2026",,"975",,"national-universities","usnews.com","NC","34760","gardnerwebb-university","28017"
"80",,,,"Staunton","private",,,"1125","3.2","3723","false","true","true","Mary Baldwin University",,"https://www.usnews.com/best-colleges/mary-baldwin-university","#384","384","2026",,,,"national-universities","usnews.com","VA","35357","mary-baldwin-university","24401"
"83","18",,"2.3","Highland Heights","public",,,"10163","3.4","9275","true","true","true","Northern Kentucky University",,"https://www.usnews.com/best-colleges/northern-kentucky-university","#384","384","2026",,"953",,"national-universities","usnews.com","KY","22752","northern-kentucky-university","41099"
"82","18",,,"West Palm Beach","private",,,"3312","3.7","8849","false","true","true","Palm Beach Atlantic University",,"https://www.usnews.com/best-colleges/palm-beach-atlantic-university","#384","384","2026",,"950",,"national-universities","usnews.com","FL","42250","palm-beach-atlantic-university","33401"
"59","17",,"2.6","Little Rock","public",,,"5789",,"1101","true","true","true","University of Arkansas--Little Rock",,"https://www.usnews.com/best-colleges/university-of-arkansas-little-rock","#384","384","2026",,"960",,"national-universities","usnews.com","AR","22158","university-of-arkansas-little-rock","72204"
"70","18",,"2.3","Flint","public",,"2.7","5011","3.5","2327","true","true","true","University of Michigan--Flint",,"https://www.usnews.com/best-colleges/university-of-michigan-flint","#384","384","2026",,"962",,"national-universities","usnews.com","MI","28426","university-of-michigan-flint","48502"
"8","34",,,"Williamstown","private","15774",,"2101",,"2229","false","true","false","Williams College","53","https://www.usnews.com/best-colleges/williams-college","#1","1","2026",,"1490",,"national-liberal-arts-colleges","usnews.com","MA","72510","williams-college","01267"
"9","33",,,"Amherst","private","19328",,"1914",,"2115","false","true","false","Amherst College","57","https://www.usnews.com/best-colleges/amherst-college","#2","2","2026",,"1490",,"national-liberal-arts-colleges","usnews.com","MA","73830","amherst-college","01002"
"9","25",,,"Annapolis","public",,"4.2","4474",,"2101","true","true","false","United States Naval Academy",,"https://www.usnews.com/best-colleges/united-states-naval-academy","#3","3","2026",,"1210",,"national-liberal-arts-colleges","usnews.com","MD",,"united-states-naval-academy","21403"
"7","33",,,"Swarthmore","private","19180","3.6","1623",,"3370","false","true","false","Swarthmore College","55","https://www.usnews.com/best-colleges/swarthmore-college","#4","4","2026",,"1490",,"national-liberal-arts-colleges","usnews.com","PA","69226","swarthmore-college","19081"
"7","33",,,"Brunswick","private","21980",,"1881",,"2038","false","true","true","Bowdoin College","51","https://www.usnews.com/best-colleges/bowdoin-college","#5","5","2026",,"1470",,"national-liberal-arts-colleges","usnews.com","ME","71740","bowdoin-college","04011"
"14","26",,"3.3","USAF Academy","public",,"4.1","4094","3.8","1369","true","true","true","United States Air Force Academy",,"https://www.usnews.com/best-colleges/united-states-air-force-academy","#5","5","2026",,"1230",,"national-liberal-arts-colleges","usnews.com","CO",,"united-states-air-force-academy","80840"
"10","33",,,"Claremont","private","25327",,"1390",,"1170","false","true","true","Claremont McKenna College","39","https://www.usnews.com/best-colleges/claremont-mckenna-college","#7","7","2026",,"1470",,"national-liberal-arts-colleges","usnews.com","CA","72120","claremont-mckenna-college","91711"
"7","33",,,"Claremont","private","19033",,"1766",,"1173","false","true","true","Pomona College","55","https://www.usnews.com/best-colleges/pomona-college","#7","7","2026",,"1490",,"national-liberal-arts-colleges","usnews.com","CA","68670","pomona-college","91711"
"14","33",,,"Wellesley","private","25408",,"2407",,"2224","false","true","true","Wellesley College","54","https://www.usnews.com/best-colleges/wellesley-college","#7","7","2026",,"1460",,"national-liberal-arts-colleges","usnews.com","MA","70144","wellesley-college","02481"
"20","32",,,"Northfield","private","27922",,"2128",,"2340","false","true","true","Carleton College","56","https://www.usnews.com/best-colleges/carleton-college","#10","10","2026",,"1450",,"national-liberal-arts-colleges","usnews.com","MN","72069","carleton-college","55057"
"13","34",,,"Claremont","private","37622","4.4","921",,"1171","false","true","true","Harvey Mudd College","42","https://www.usnews.com/best-colleges/harvey-mudd-college","#10","10","2026",,"1500",,"national-liberal-arts-colleges","usnews.com","CA","73100","harvey-mudd-college","91711"
"12","27",,,"West Point","public",,"4.3","4473","3.9","2893","true","true","true","United States Military Academy at West Point",,"https://www.usnews.com/best-colleges/west-point","#10","10","2026",,"1200",,"national-liberal-arts-colleges","usnews.com","NY",,"west-point","10996"
"9","32",,,"New York","private","26513",,"3269",,"2708","false","true","true","Barnard College","32","https://www.usnews.com/best-colleges/barnard-college","#13","13","2026",,"1470",,"national-liberal-arts-colleges","usnews.com","NY","73033","barnard-college","10027"
"13","31",,,"Davidson","private","23302",,"1869","3.9","2918","false","true","true","Davidson College","52","https://www.usnews.com/best-colleges/davidson-college","#13","13","2026",,"1400",,"national-liberal-arts-colleges","usnews.com","NC","69065","davidson-college","28035"
"15","31",,,"Grinnell","private","24207",,"1788",,"1868","false","true","true","Grinnell College","65","https://www.usnews.com/best-colleges/grinnell-college","#13","13","2026",,"1410",,"national-liberal-arts-colleges","usnews.com","IA","72346","grinnell-college","50112"
"14","33",,,"Clinton","private","29074",,"2037",,"2728","false","true","true","Hamilton College","52","https://www.usnews.com/best-colleges/hamilton-college","#13","13","2026",,"1450",,"national-liberal-arts-colleges","usnews.com","NY","72690","hamilton-college","13323"
"11","33",,,"Middlebury","private","27983",,"2760",,"3691","false","true","true","Middlebury College","48","https://www.usnews.com/best-colleges/middlebury-college","#13","13","2026",,"1445",,"national-liberal-arts-colleges","usnews.com","VT","70640","middlebury-college","05753"
"21","32",,,"Northampton","private","24312","3.6","2549",,"2209","false","true","true","Smith College","60","https://www.usnews.com/best-colleges/smith-college","#13","13","2026",,"1420",,"national-liberal-arts-colleges","usnews.com","MA","67448","smith-college","01063"
"19","33",,,"Poughkeepsie","private","29793",,"2462",,"2895","false","true","true","Vassar College","54","https://www.usnews.com/best-colleges/vassar-college","#13","13","2026",,"1448",,"national-liberal-arts-colleges","usnews.com","NY","74265","vassar-college","12604"
"16","33",,,"Middletown","private","22766",,"3805",,"1424","false","true","true","Wesleyan University","43","https://www.usnews.com/best-colleges/wesleyan-university","#13","13","2026",,"1415",,"national-liberal-arts-colleges","usnews.com","CT","72828","wesleyan-university","06459"
"14","33",,"2.9","Lexington","private","24510",,"1886",,"3768","false","true","false","Washington and Lee University","53","https://www.usnews.com/best-colleges/washington-and-lee","#21","21","2026",,"1430",,"national-liberal-arts-colleges","usnews.com","VA","71365","washington-and-lee","24450"
"14","33",,,"Hamilton","private","29055",,"3193","3.8","2701","false","true","true","Colgate University","34","https://www.usnews.com/best-colleges/colgate-university","#22","22","2026",,"1430",,"national-liberal-arts-colleges","usnews.com","NY","73646","colgate-university","13346"
"22","33",,"3","Univ. of Richmond","private","26859",,"3055","3.8","3744","false","true","true","University of Richmond","35","https://www.usnews.com/best-colleges/university-of-richmond","#22","22","2026",,"1410",,"national-liberal-arts-colleges","usnews.com","VA","67840","university-of-richmond","23173"
"13","31",,,"Lewiston","private","26468",,"1760",,"2036","false","true","true","Bates College","41","https://www.usnews.com/best-colleges/bates-college","#24","24","2026",,"1420",,"national-liberal-arts-colleges","usnews.com","ME","70146","bates-college","04240"
"7","32",,,"Waterville","private","18341",,"2412",,"2039","false","true","true","Colby College","43","https://www.usnews.com/best-colleges/colby-college","#24","24","2026",,"1460",,"national-liberal-arts-colleges","usnews.com","ME","72910","colby-college","04901"
"12","33",,,"Haverford","private","25153",,"1431",,"3274","false","true","true","Haverford College","44","https://www.usnews.com/best-colleges/haverford-college","#24","24","2026",,"1460",,"national-liberal-arts-colleges","usnews.com","PA","73568","haverford-college","19041"
"18","27",,,"Worcester","private","35577",,"3127",,"2141","false","true","false","College of the Holy Cross","40","https://www.usnews.com/best-colleges/college-of-the-holy-cross","#27","27","2026",,"1240",,"national-liberal-arts-colleges","usnews.com","MA","68090","college-of-the-holy-cross","01060"
"29","31",,,"St. Paul","private","30555",,"2138",,"2358","false","true","false","Macalester College","59","https://www.usnews.com/best-colleges/macalester-college","#28","28","2026",,"1390",,"national-liberal-arts-colleges","usnews.com","MN","70862","macalester-college","55105"
"36","32",,,"South Hadley","private","33784",,"2178","3.9","2192","false","true","false","Mount Holyoke College","64","https://www.usnews.com/best-colleges/mount-holyoke-college","#29","29","2026",,"1380",,"national-liberal-arts-colleges","usnews.com","MA","68054","mount-holyoke-college","01075"
"29","29",,,"Bryn Mawr","private","28569",,"1368",,"3237","false","true","true","Bryn Mawr College","48","https://www.usnews.com/best-colleges/bryn-mawr-college","#30","30","2026",,"1280",,"national-liberal-arts-colleges","usnews.com","PA","69220","bryn-mawr-college","19010"
"29","30",,"2.9","Lewisburg","private","38584","4.1","3920","3.6","3238","false","true","true","Bucknell University","38","https://www.usnews.com/best-colleges/bucknell-university","#30","30","2026",,"1315",,"national-liberal-arts-colleges","usnews.com","PA","70576","bucknell-university","17837"
"18","29",,,"Colorado Springs","private","23881",,"2031","3.9","1347","false","true","true","Colorado College","40","https://www.usnews.com/best-colleges/colorado-college","#30","30","2026",,"1230",,"national-liberal-arts-colleges","usnews.com","CO","73566","colorado-college","80903"
"31","31",,,"Easton","private","37061","3.7","2775","3.6","3284","false","true","true","Lafayette College","30","https://www.usnews.com/best-colleges/lafayette-college","#30","30","2026",,"1350",,"national-liberal-arts-colleges","usnews.com","PA","66856","lafayette-college","18042"
"17","30",,,"Granville","private","33205",,"2394",,"3042","false","true","false","Denison University","57","https://www.usnews.com/best-colleges/denison-university","#34","34","2026",,"1320",,"national-liberal-arts-colleges","usnews.com","OH","71000","denison-university","43023"
"28","30",,,"Lancaster","private","33495",,"1808",,"3265","false","true","true","Franklin & Marshall College","58","https://www.usnews.com/best-colleges/franklin--marshall-college","#35","35","2026",,"1310",,"national-liberal-arts-colleges","usnews.com","PA","73210","franklin--marshall-college","17604"
"44","31",,,"Los Angeles","private","35513",,"1881","3.6","1249","false","true","true","Occidental College","47","https://www.usnews.com/best-colleges/occidental-college","#35","35","2026",,"1380",,"national-liberal-arts-colleges","usnews.com","CA","68704","occidental-college","90041"
"25",,,,"Claremont","private","33226",,"1242","3.9","1172","false","true","true","Pitzer College","34","https://www.usnews.com/best-colleges/pitzer-college","#37","37","2026",,,,"national-liberal-arts-colleges","usnews.com","CA","67792","pitzer-college","91711"
"38","31",,,"Claremont","private","34585",,"1117",,"1174","false","true","true","Scripps College","39","https://www.usnews.com/best-colleges/scripps-college","#37","37","2026",,"1440",,"national-liberal-arts-colleges","usnews.com","CA","68532","scripps-college","91711"
"21","31",,,"Saratoga Springs","private","33600",,"2704",,"2814","false","true","true","Skidmore College","54","https://www.usnews.com/best-colleges/skidmore-college","#37","37","2026",,"1340",,"national-liberal-arts-colleges","usnews.com","NY","70430","skidmore-college","12866"
"44","30",,,"Aliso Viejo","private","25098",,"484","3.6","38144","false","true","true","Soka University of America","87","https://www.usnews.com/best-colleges/soka-university-of-america","#37","37","2026",,"1333",,"national-liberal-arts-colleges","usnews.com","CA","39536","soka-university-of-america","92656"
"25","22",,,"Atlanta","private","36004",,"2712","3.9","1594","false","true","true","Spelman College","45","https://www.usnews.com/best-colleges/spelman-college","#37","37","2026",,"1108",,"national-liberal-arts-colleges","usnews.com","GA","32470","spelman-college","30314"
"29","30",,,"Hartford","private","32315","2.9","2204",,"1414","false","true","true","Trinity College","59","https://www.usnews.com/best-colleges/trinity-college","#37","37","2026",,"1298",,"national-liberal-arts-colleges","usnews.com","CT","73590","trinity-college","06106"
"26","31",,"2.4","San Antonio","private","24628","3.2","2518","3.8","3647","false","true","true","Trinity University","38","https://www.usnews.com/best-colleges/trinity-university","#37","37","2026",,"1340",,"national-liberal-arts-colleges","usnews.com","TX","56496","trinity-university","78212"
"44","30",,,"Schenectady","private","34083","3.5","2065","3.7","2889","false","true","false","Union College","59","https://www.usnews.com/best-colleges/union-college","#44","44","2026",,"1330",,"national-liberal-arts-colleges","usnews.com","NY","71676","union-college","12308"
"19","22",,,"Berea","private","6272",,"1527","3.6","1955","false","true","true","Berea College","100","https://www.usnews.com/best-colleges/berea-college","#45","45","2026",,"1146",,"national-liberal-arts-colleges","usnews.com","KY","55480","berea-college","40404"
"42","30",,,"Carlisle","private","33668",,"2311","3.6","3253","false","true","true","Dickinson College","62","https://www.usnews.com/best-colleges/dickinson-college","#45","45","2026",,"1310",,"national-liberal-arts-colleges","usnews.com","PA","68580","dickinson-college","17013"
"43","28",,,"Greenville","private","34947",,"2383","3.7","3434","false","true","true","Furman University","44","https://www.usnews.com/best-colleges/furman-university","#45","45","2026",,"1268",,"national-liberal-arts-colleges","usnews.com","SC","61444","furman-university","29613"
"31","31",,,"Gambier","private",,,"2249","3.9","3065","false","true","true","Kenyon College",,"https://www.usnews.com/best-colleges/kenyon-college","#45","45","2026",,"1358",,"national-liberal-arts-colleges","usnews.com","OH",,"kenyon-college","43022"
"57","27",,,"Sewanee","private","30345",,"1644",,"3534","false","true","true","The University of the South","45","https://www.usnews.com/best-colleges/the-university-of-the-south","#45","45","2026",,"1260",,"national-liberal-arts-colleges","usnews.com","TN","58226","the-university-of-the-south","37383"
"37","30",,,"New London","private","37393",,"1990",,"1379","false","true","true","Connecticut College","47","https://www.usnews.com/best-colleges/connecticut-college","#50","50","2026",,"1350",,"national-liberal-arts-colleges","usnews.com","CT","70266","connecticut-college","06320"
"21","30",,,"Hillsdale","private","36678",,"1649","3.9","2272","false","true","true","Hillsdale College","29","https://www.usnews.com/best-colleges/hillsdale-college","#50","50","2026",,"1320",,"national-liberal-arts-colleges","usnews.com","MI","34190","hillsdale-college","49242"
"48","28",,,"Northfield","private","22863",,"3124","3.7","2382","false","true","true","St. Olaf College","78","https://www.usnews.com/best-colleges/st-olaf-college","#50","50","2026",,"1300",,"national-liberal-arts-colleges","usnews.com","MN","62700","st-olaf-college","55057"
"63","23",,,"Crawfordsville","private","28490",,"866","3.5","1844","false","true","true","Wabash College","64","https://www.usnews.com/best-colleges/wabash-college","#50","50","2026",,"1060",,"national-liberal-arts-colleges","usnews.com","IN","52400","wabash-college","47933"
"87","28",,,"Wheaton","private","45509",,"2150","3.7","1781","false","true","true","Wheaton College","57","https://www.usnews.com/best-colleges/wheaton-college","#50","50","2026",,"1260",,"national-liberal-arts-colleges","usnews.com","IL","47590","wheaton-college","60187"
"54","25",,,"Danville","private","21341",,"1407","3.8","1961","false","true","true","Centre College","49","https://www.usnews.com/best-colleges/centre-college","#55","55","2026",,"1160",,"national-liberal-arts-colleges","usnews.com","KY","55490","centre-college","40422"
"50","28",,,"Memphis","private","33706",,"1793","3.7","3519","false","true","true","Rhodes College","50","https://www.usnews.com/best-colleges/rhodes-college","#55","55","2026",,"1330",,"national-liberal-arts-colleges","usnews.com","TN","58810","rhodes-college","38112"
"83","28",,,"Santa Paula","private","27883",,"566","3.8","10448","false","true","true","Thomas Aquinas College","63","https://www.usnews.com/best-colleges/thomas-aquinas-college","#55","55","2026",,"1220",,"national-liberal-arts-colleges","usnews.com","CA","31000","thomas-aquinas-college","93060"
"57","25",,,"Greencastle","private","30719",,"1917","3.9","1792","false","true","true","DePauw University","47","https://www.usnews.com/best-colleges/depauw-university","#58","58","2026",,"1120",,"national-liberal-arts-colleges","usnews.com","IN","61430","depauw-university","46135"
"39","29",,,"Gettysburg","private","30945",,"2098",,"3268","false","true","true","Gettysburg College","52","https://www.usnews.com/best-colleges/gettysburg-college","#58","58","2026",,"1270",,"national-liberal-arts-colleges","usnews.com","PA","68970","gettysburg-college","17325"
"34","31",,,"Oberlin","private","36671",,"2896","3.7","3086","false","true","true","Oberlin College","38","https://www.usnews.com/best-colleges/oberlin-college","#58","58","2026",,"1360",,"national-liberal-arts-colleges","usnews.com","OH","69432","oberlin-college","44074"
"54","30",,,"Canton","private","35096",,"1949","3.7","2829","false","true","true","St. Lawrence University","57","https://www.usnews.com/best-colleges/st-lawrence-university","#58","58","2026",,"1255",,"national-liberal-arts-colleges","usnews.com","NY","67890","st-lawrence-university","13617"
"38","29",,,"Walla Walla","private","27879",,"1561","3.7","3803","false","true","true","Whitman College","57","https://www.usnews.com/best-colleges/whitman-college","#58","58","2026",,"1310",,"national-liberal-arts-colleges","usnews.com","WA","66610","whitman-college","99362"
"43","21",,,"Elsah","private","26728",,"339","3.6","1744","false","true","true","Principia College","85","https://www.usnews.com/best-colleges/principia-college","#63","63","2026",,"1060",,"national-liberal-arts-colleges","usnews.com","IL","35930","principia-college","62028"
"25","30",,,"Portland","private",,,"1346","3.9","3217","false","true","true","Reed College",,"https://www.usnews.com/best-colleges/reed-college","#63","63","2026",,"1290",,"national-liberal-arts-colleges","usnews.com","OR","69350","reed-college","97202"
"64","24",,,"Appleton","private","27593",,"1417","3.5","3856","false","true","true","Lawrence University","64","https://www.usnews.com/best-colleges/lawrence-university","#65","65","2026",,"1200",,"national-liberal-arts-colleges","usnews.com","WI","58794","lawrence-university","54911"
"71","24",,"2.4","Lexington","public",,"3.3","1527","3.6","3753","true","true","true","Virginia Military Institute",,"https://www.usnews.com/best-colleges/virginia-military-institute","#65","65","2026",,"1050",,"national-liberal-arts-colleges","usnews.com","VA",,"virginia-military-institute","24450"
"62","25",,,"Decatur","private","28397",,"843","3.7","1542","false","true","true","Agnes Scott College","84","https://www.usnews.com/best-colleges/agnes-scott-college","#67","67","2026",,"1160",,"national-liberal-arts-colleges","usnews.com","GA","52552","agnes-scott-college","30030"
"75","20",,,"Kalamazoo","private",,,"1166","3.8","2275","false","true","true","Kalamazoo College",,"https://www.usnews.com/best-colleges/kalamazoo-college","#67","67","2026",,"1175",,"national-liberal-arts-colleges","usnews.com","MI","60900","kalamazoo-college","49006"
"52","27",,,"Spartanburg","private","30773",,"1817","3.6","3457","false","true","true","Wofford College","54","https://www.usnews.com/best-colleges/wofford-college","#67","67","2026",,"1198",,"national-liberal-arts-colleges","usnews.com","SC","58250","wofford-college","29303"
"52","28",,,"Annandale on Hudson","private",,,"2453",,"2671","false","true","true","Bard College",,"https://www.usnews.com/best-colleges/bard-college","#70","70","2026",,"1270",,"national-liberal-arts-colleges","usnews.com","NY","66436","bard-college","12504"
"61","24",,,"St. Peter","private",,,"1952",,"2353","false","true","true","Gustavus Adolphus College",,"https://www.usnews.com/best-colleges/gustavus-college","#70","70","2026",,,,"national-liberal-arts-colleges","usnews.com","MN","56076","gustavus-college","56082"
"72","29",,,"Allentown","private","32393",,"1737","3.5","3304","false","true","true","Muhlenberg College","65","https://www.usnews.com/best-colleges/muhlenberg-college","#70","70","2026",,"1250",,"national-liberal-arts-colleges","usnews.com","PA","65310","muhlenberg-college","18104"
"89","20",,,"St. Joseph","private","31291",,"1391","3.7","2341","false","true","true","College of St. Benedict","64","https://www.usnews.com/best-colleges/college-of-st-benedict","#73","73","2026",,"1020",,"national-liberal-arts-colleges","usnews.com","MN","57698","college-of-st-benedict","56321"
"64","28",,,"Geneva","private","33960",,"1794","3.6","2731","false","true","true","Hobart and William Smith Colleges","62","https://www.usnews.com/best-colleges/hobart-and-william-smith-colleges","#73","73","2026",,"1190",,"national-liberal-arts-colleges","usnews.com","NY","66562","hobart-and-william-smith-colleges","14456"
"57","28",,,"Lake Forest","private","21750",,"1814","3.8","1706","false","true","false","Lake Forest College","78","https://www.usnews.com/best-colleges/lake-forest-college","#75","75","2026",,"1190",,"national-liberal-arts-colleges","usnews.com","IL","58902","lake-forest-college","60045"
